Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas30                Pavarde30                  8         9         2         7         2         2         3         3        10         2         6         8         4         3        10         6
Vardas31                Pavarde31                  8         2         2         7         8        10         8        10         3         3         8        10         6         8         2         9
Vardas32                Pavarde32                  1         9        10         7         1         7         3        10         8         3         9         4         5         2         4         6
Vardas33                Pavarde33                  9         7         4         3         5         7         7         8         8         3         3         2         2         2        10         6
Vardas34                Pavarde34                  3         4        10         6         5         9         4         9        10         6         6         6         1        10         8         3
Vardas35                Pavarde35                  4         8         1         9         2         3         4         5         3         5         9         7         3         7         7         2
Vardas36                Pavarde36                  10         9         3         6         1         3         6         4         8         7         6         5         5         8         8         2
Vardas37                Pavarde37                  4         1         8         2         7         6         2         3         6         7         2         5        10         6         8         9
Vardas38                Pavarde38                  7         2         7         5         1         2         4         8         8         4         5         6         1         9         9         8
Vardas39                Pavarde39                  5        10         8         1         1         4         7         3         5         4         8         4         1         1         3         1
Vardas40                Pavarde40                  4         5         1         1         4         3         9         8         2        10        10         3         4         5         3         3
Vardas41                Pavarde41                  10         1         7         8         8         4         2         2         8        10         3         2         9         8         5         3
Vardas42                Pavarde42                  7        10         6         1         6         1         3         3         2         9        10         8         6         2         5         1
Vardas43                Pavarde43                  3         3         6         7         9         3         1         9         7         7         6         1         5         1         1         4
Vardas44                Pavarde44                  1         6         5         8         7         3         2         9         4         5         4         6         7         2         7         7
Vardas45                Pavarde45                  7        10         5         7         2         5         5         7         2         6         5         3         5         2         5        10
Vardas46                Pavarde46                  6         8         9         5         9         4         1        10        10         9         1         8         7         6         2         2
Vardas47                Pavarde47                  8         2        10         5         3         2         7         8         9         3         9        10         5         8         7         6
Vardas48                Pavarde48                  10         8        10         6         4         9         2         3         3         4         2         9        10         1         5         4
Vardas49                Pavarde49                  2         4         4         7         2         8         2         2         3         9        10         6         5         4         4         7
Vardas50                Pavarde50                  3         8         3         3         8         9         6         1         3         8         8         4         6         3         1        10
Vardas51                Pavarde51                  1         7         4         8         7         9         5         8        10         2         7         9         1         2         6         1
Vardas52                Pavarde52                  7         2        10         9         5         6         6        10         7         3         8         1         3         2         5         7
Vardas53                Pavarde53                  3         5        10         4         1         8         2         9         8         4         9         1         8         4         2         1
Vardas54                Pavarde54                  9         1         8         5         5         4         3         1         4         2         3         4         5         6         6         3
Vardas55                Pavarde55                  3        10         4         2         6         2        10         9         9        10         5        10         2         1         3        10
Vardas56                Pavarde56                  8         1         5         3         5         2         2         1         8         3         9         6         5        10         9         5
Vardas57                Pavarde57                  2         9         9         1         1         3         3         1         3         8         2        10         2         9         4         4
Vardas58                Pavarde58                  10         4        10         2         5         6         6         6         5         2         3         6         7        10         4         5
Vardas59                Pavarde59                  8         2         4         9         6         3         1         2         4         9         5         4        10         8         8         4
Vardas60                Pavarde60                  6         7         8         5         1        10        10         7         9         1        10         2         7        10         8         4
Vardas61                Pavarde61                  4         9         1         7         4         1         3        10         6         1         9         9         9         5         8         9
Vardas62                Pavarde62                  10         1         3         8         1         5         2         7        10         7         3         3         5         9         1         1
Vardas63                Pavarde63                  2        10         1         8         1         9        10         8         8        10         2         2         1         2         3         1
Vardas64                Pavarde64                  2         4         6         2         7         9         5        10         7         7         1         8         7         1         5         2
Vardas65                Pavarde65                  10        10        10         7         4         9         6         9         3         3         3         9         2         3         2        10
Vardas66                Pavarde66                  6        10         1         8         9         9         5         9         2         9         1         1         7         3         9         4
Vardas67                Pavarde67                  2         6         8         2         9         2         9         5         5         6         7         2         9         3         7         3
Vardas68                Pavarde68                  6         4         5         8         1         9         6         2         7         7         8         9         7         5         6         6
Vardas69                Pavarde69                  6         6         5         3         3        10         6        10         1         5         3         2        10         8         3         1
Vardas70                Pavarde70                  10         2         6         5        10         7         1         6         4         9         4         3        10         3         6         2
Vardas71                Pavarde71                  5        10         2         7         2         9         9         5         9        10         4         8         4         9         7         2
Vardas72                Pavarde72                  5         2         3         4         9        10         1         4         3         2         8         1         4         4         5         4
Vardas73                Pavarde73                  5        10         7         7         5         8         5         9         7         4         9         2         4         8         8         3
Vardas74                Pavarde74                  1        10         3         9        10         6         6         2         8         8         9         3         3         8         6         6
Vardas75                Pavarde75                  3        10         7         3         4        10         2         7         5        10         5         5         2         5         9         1
Vardas76                Pavarde76                  7         9         5         9         8         8         6         9         9         9         4         4         9        10         3         3
Vardas77                Pavarde77                  2         7         8         2        10         3         8         6         9         4         4         4         5         1         3         5
Vardas78                Pavarde78                  8        10         4        10         1         2         4         2         8         6         2         5        10         2         5         3
Vardas79                Pavarde79                  6         8         7         3         6         5         8         4         8         6         7         1         6         8         5         5
Vardas80                Pavarde80                  8         9         7         5         5         8         2         5         5         8         8         1        10         2         3        10
Vardas81                Pavarde81                  7         3         9         8         1         6         9         5        10         2         4         1         4         3         9         3
Vardas82                Pavarde82                  3         6         7         7        10         7         3         8         7         5         9         7         1         1         4         4
Vardas83                Pavarde83                  7         6         9         6         6         7         3         2        10         3         8         1         8         6        10         1
Vardas84                Pavarde84                  7         5         8         4         7         3         5         7         4         5         8         1         9         5         1         8
Vardas85                Pavarde85                  6         8         6         2         5         4         4         6         1         8         5         3        10         5         6         5
Vardas86                Pavarde86                  4         7         1         5         6         8         4         4         7         7         8         7        10         8         7        10
Vardas87                Pavarde87                  9         6         7        10         7         9         5         5         7         7         6        10         3         3         2         5
Vardas88                Pavarde88                  1         9         1         4         6         4         4         7         3         3         5         8         3         5         1         2
Vardas89                Pavarde89                  1         1         9         3        10         1         4         4         6        10         4         7         7         2         8         2
Vardas90                Pavarde90                  2         1         3         8        10         4         5         8         2         1         6         5         6         3         9         8
Vardas91                Pavarde91                  8         7         4         7         7         6         6        10         4         9         1         2         2         8         2         3
Vardas92                Pavarde92                  6         3         2         2         4         1         6         1         6         5         6         4         2         9         4         1
Vardas93                Pavarde93                  9        10         1         5         8         7         6         1         3         1         6         1         4         2        10         1
Vardas94                Pavarde94                  5         5         3        10        10         1        10         8         6         2         2         2         6         7        10        10
Vardas95                Pavarde95                  8         6        10         6         6         2         7        10         4         2         7         5         9        10         7        10
Vardas96                Pavarde96                  10         5         9         5         4         6         9         8        10         3         5         2         7         5         1        10
Vardas97                Pavarde97                  9         7         5         8         8         9         2         4         6        10         5         3         1         2         9        10
Vardas98                Pavarde98                  3         2         2         4         2        10         8         4         9         4         8         4         6         7         8         7
Vardas99                Pavarde99                  2         9         5         8         6         1         2         5         9         8         6         4        10         9         8        10
Vardas100               Pavarde100                 2         1         9         7         4         8         9         3         5         3         4         9         9         5         2         9
Vardas101               Pavarde101                 9        10         3         6         5        10         8         7         6         8         7         2        10         1         2         7
Vardas102               Pavarde102                 10         8         4         5         8         7        10         5         7         6         7         4         3         2         3         3
Vardas103               Pavarde103                 7         3         7         1         3         1        10         3         7         9         3         3         5         7         6         4
Vardas104               Pavarde104                 7         7         7         7         9         9         6         3         5        10         2         3         1        10         9         2
Vardas105               Pavarde105                 10         5         7         4         7         2         7         2         8         1        10         5         2         7         7         3
Vardas106               Pavarde106                 2         9         1         5         5         2         4         9         1         3         1         8         5         3         9         3
Vardas107               Pavarde107                 7         4        10         8         3         1         4         7         1         8         1         1         9         3        10         4
Vardas108               Pavarde108                 6         6         9         5         8        10         8         4         9         3        10        10        10         3         1         8
Vardas109               Pavarde109                 9         6         2         1         4         9         2         5         9         1         8         3         6         6        10         3
Vardas110               Pavarde110                 9        10         3        10         6        10         3         7         6         9         8         8        10         5        10         1
Vardas111               Pavarde111                 2         8         8         5         3         2         4         6         4         8         2         9         5         6         9         8
Vardas112               Pavarde112                 1         2         1         5         3         8         1         2         6        10         2         7         1         3         3         2
Vardas113               Pavarde113                 4         8         9         2         1        10         7         2         3         6         7         7         6         7         9         9
Vardas114               Pavarde114                 2         6         4         9         5         4         6         6        10         2         6         2         4         3         1         5
Vardas115               Pavarde115                 3         4         8         4         3         2         4        10         2         9        10         4         6         8         3        10
Vardas116               Pavarde116                 4         5        10         7         4         9         5         5         1         9         4         3         7         4         1         6
Vardas117               Pavarde117                 1         3         8         7         9        10        10         5        10         1        10         6        10         4         1         5
Vardas118               Pavarde118                 1         3        10         1         2         6         3         6         3         8         1         8         3         7         2         6
Vardas119               Pavarde119                 2         7         6         6         4        10         5         1         7         5         6         5         4         7         2         6
Vardas120               Pavarde120                 9         2         3         1         8         1         5         8         8         1         9        10         4         4         9        10
Vardas121               Pavarde121                 4        10         5         8        10         7        10         7         5         9         7         7         9         9         3         4
Vardas122               Pavarde122                 5         7         2         8         8        10         6         3         4         4         1         8         5         3        10         1
Vardas123               Pavarde123                 10         5         3        10         6         7         7         6         6         6         6         5         5         6         5         2
Vardas124               Pavarde124                 5         2         6         1        10         5         4        10         3         3         4         8         4         9         6         7
Vardas125               Pavarde125                 10         8         3        10         8         5         6        10         6         4        10         6         6         8         3         1
Vardas126               Pavarde126                 5         1         4         2         2         4         3         2         7         3         1         1         7         8         6         5
Vardas127               Pavarde127                 6         2         8         4         9         1         2         8         2         9         3         9         2         2         2         7
Vardas128               Pavarde128                 1         9         3         6         4         1         4         3        10         1         9         4         4         4         7         1
Vardas129               Pavarde129                 6         5         9         5         6         7         6         9        10         4         8         6         9         9         7         7
Vardas130               Pavarde130                 9         4         1         8        10         2         5         5         3         5         9         3         7        10         4         8
Vardas131               Pavarde131                 4         7         1        10         3         4         4         5         9         1        10         3         5         7         4         3
Vardas132               Pavarde132                 1         8         3         8        10         1         7         9         8         9         4         5         7         8         8         3
Vardas133               Pavarde133                 2         1         3         4         5         6         1         2         1         2         4         7        10        10         4         5
Vardas134               Pavarde134                 7         8         5         9         5         4         5         9         9         1         4         9         9         8         8        10
Vardas135               Pavarde135                 4         5         4        10         8         2         9         9         1         9         7         1         1         9        10         7
Vardas136               Pavarde136                 3         9        10         7         5         7         6         1         2        10         8         5         9         5         3         2
Vardas137               Pavarde137                 7         3         1        10         9        10         9         7         9         5         6         7         2         6         1         2
Vardas138               Pavarde138                 2         1         2         9         1         1         7         5         3         4         8         1         4         1         2         1
Vardas139               Pavarde139                 7         6         6        10         6         8         7         1         4         9        10         4         3         3         8         6
Vardas140               Pavarde140                 8         6         5         8         1         7         6         6         4         9        10         6         2         2         1         6
Vardas141               Pavarde141                 5         5        10         7        10         3         8         4        10         3         7         7        10         7         2         9
Vardas142               Pavarde142                 10         6         5         4        10         7        10         8         3         2         3         5         5         7         7         2
Vardas143               Pavarde143                 4         2         5        10         4         7         1        10        10         1         4        10         1         4        10         4
Vardas144               Pavarde144                 9         5         7         8         8         1         7        10         3         6         2         9         5         5         5         1
Vardas145               Pavarde145                 2         1         1         5         1         8         9         7         8         5         5        10         2        10         8         8
Vardas146               Pavarde146                 3         1         9         3         2         4         6         3         8         9         1         9         4         8        10        10
Vardas147               Pavarde147                 7         4         3         2         6         5         9         4         5        10         7         2         3         4         5         7
Vardas148               Pavarde148                 6         2         7         9         2         4         3         2         3         7         8         5         9        10         3         6
Vardas149               Pavarde149                 2         3         6         8         5         6         1         8         5         1         2         6         5         3         3         6
Vardas150               Pavarde150                 1         9         5         5         3         7         3         3         3         3         4         9         4         9         1         7
Vardas151               Pavarde151                 4         5         2         7         9         5         8         7         9         4         5         9         7         2         2         3
Vardas152               Pavarde152                 4         7         2         4         9         2         9         4        10         7         3         8         8         6         1         8
Vardas153               Pavarde153                 5         9         8         7         4         9         3        10         2         3         9         4         9         2         9         1
Vardas154               Pavarde154                 2         7         7        10         3         7         5         3        10         7         4         7         4         1         7         2
Vardas155               Pavarde155                 2         3         8         4         6         9         5         8         3         4         4         1         2        10         1         5
Vardas156               Pavarde156                 3         9         5         2         5        10         4         8         7         5         2         6         8         8         4         9
Vardas157               Pavarde157                 7         1         1         7        10         7        10         3         9         8         7         2         4         7         8         3
Vardas158               Pavarde158                 8         9         1         2         3         8         6         3         3         2         2         2         8         2         7         1
Vardas159               Pavarde159                 6         7         3         9         3         7         4         8         6         1         2         2         7         8         2         4
Vardas160               Pavarde160                 9         2         5         5         7         5         2         7         5         9         7         6         6         1         9         3
Vardas161               Pavarde161                 1         4         3         9         8         7         9         5         1         9         4         6         7         4        10         9
Vardas162               Pavarde162                 8         3         9         6         9         4         4         3         5         8         2        10         8         2         9        10
Vardas163               Pavarde163                 2         9         8         9         4         9         3         5         6         5         3         9         6         5         4         9
Vardas164               Pavarde164                 9         7         6         5         2         9         7        10         5         1         6         7         2         3         2         3
Vardas165               Pavarde165                 3        10         3         5         1         6         1         5         9         3         6         8         1         1         1         8
Vardas166               Pavarde166                 3         1         6         4         1         8         2         4         9        10         3         8         8         8         3         4
Vardas167               Pavarde167                 6         9         1         6         5         3         1         1         2         2         4         3         4        10         7        10
Vardas168               Pavarde168                 2        10         6        10         4         4         2         7         3         4        10         1         5         8         5        10
Vardas169               Pavarde169                 2         6         8         7         7         8         2         8         3        10         7         2         2         5        10        10
Vardas170               Pavarde170                 9         3         7         3         8         3         8        10         7         1         1         7         5         1         5         4
Vardas171               Pavarde171                 5         4         3         8         3         9        10         5         4         5         5         6         4         5         4         3
Vardas172               Pavarde172                 4         1         2         7         3         1        10         4         5         3         8         8         4         4         1         4
Vardas173               Pavarde173                 6         5         2         8         3         5         5         4         5        10         3        10         8         4         1         9
Vardas174               Pavarde174                 10         9        10         2         9         3         3         4         1         1         2         3         6         7         6         1
Vardas175               Pavarde175                 4         9         5         8         1         6        10        10         2         3         1         8         8        10         8         3
Vardas176               Pavarde176                 1         7         9         3         2         6         1         1         7         8         8         5         9         8         9         9
Vardas177               Pavarde177                 5         9         9        10         1        10         4        10         9         3         2         5         2         7         4         8
Vardas178               Pavarde178                 3         9         8         8         2         9         7         3         6         4         4         8         1         8         3         3
Vardas179               Pavarde179                 9         2         5         1         5         4         7         2         5        10         3        10        10         6         4         4
Vardas180               Pavarde180                 5         7         1        10         9         7         9         8         4         7        10         7        10         5         1        10
Vardas181               Pavarde181                 5         6        10         8         3         3         5         3         4         2         5         9         3         9         6         2
Vardas182               Pavarde182                 2         4         5         4        10         7         2         9         6         4         5         8         3         9         4         8
Vardas183               Pavarde183                 8         7         3         5        10         2         7         5         2         8         5        10         3        10         1         7
Vardas184               Pavarde184                 8         6         8         9         1         8         1         7         1         1         5         2         8         3         7         3
Vardas185               Pavarde185                 8         8         8         3        10         7         9         1         5         2         2         8         4        10         4         1
Vardas186               Pavarde186                 2         3         1         3         3         9         6         4         1         2         9        10        10         4         8         8
Vardas187               Pavarde187                 6         5         1         8         1         2         6         8         1         7         9         2         9         4         6        10
Vardas188               Pavarde188                 10         4         5         2         3         5         3         9         4         3        10         8        10         6        10         6
Vardas189               Pavarde189                 2         8         7         5         9         3         3         4        10         5         5         3         2         6         4         3
Vardas190               Pavarde190                 6        10         7         2         1         8         1         7         7         1         5         3        10         7         6         4
Vardas191               Pavarde191                 8         9         8         3         4         8         3         2         2         6         2         6         4         8         2         7
Vardas192               Pavarde192                 8         7         6         9         3         4         4         8        10         9         7         8         6         3         9         9
Vardas193               Pavarde193                 4         5         7         8         8         3         7         4         4         7         3         7         4         5         5         9
Vardas194               Pavarde194                 2         1        10         9         5         7         7         8         4         7         7         5         3         2         2         3
Vardas195               Pavarde195                 2         7         5         9         3         6        10         5         4        10         3        10         2         3         7        10
Vardas196               Pavarde196                 10         7         2         4         7        10         3         2         1         1        10         3         6         7         4         2
Vardas197               Pavarde197                 2         8         4         6         3         1         1         6         4         5         9         4         3         6         1         2
Vardas198               Pavarde198                 2         1         9         2         8        10         5         1         6         7         8         1         9         1         8         5
Vardas199               Pavarde199                 2         5        10         6         4        10        10         9         8         6         8         8         3         6         1         5
Vardas200               Pavarde200                 2         9         4         3        10         1         4         8         7         2         6         7         9         8         9         9
Vardas201               Pavarde201                 9         3         4        10         3         8         4         3         8         4         3         7         5         4         4         6
Vardas202               Pavarde202                 4         7         2         2         4         9         3         4         8         6         8         2         2        10         9         1
Vardas203               Pavarde203                 7         3         4         3         2         4         4         3         2         2         5         7         3         1         3         8
Vardas204               Pavarde204                 5        10         4         4         8        10         7         9         9         7        10        10         6         1         1         3
Vardas205               Pavarde205                 7         4         7         5         7         5         3         5         4         6         3         8         9         7         8         3
Vardas206               Pavarde206                 9         9         1         6         9         9         3         5         1        10         9         4         3         2         7         7
Vardas207               Pavarde207                 2         1         8        10         2         3         2        10         4         4         5         2         1         6         3         6
Vardas208               Pavarde208                 10        10         2         2         1         4         1         5         6         8         2         5         5         3         7         5
Vardas209               Pavarde209                 10         6         1         8         1         6        10         9         5         8         4         3         7         6         9         8
Vardas210               Pavarde210                 4         9        10         4         7         1         4         4         7         7         5         1         4         2         8         9
Vardas211               Pavarde211                 9         1        10         9         8         1         8         6         5         3         6         9         5         2         4         1
Vardas212               Pavarde212                 9         6         1         1         5         9         5         2         1         9        10         1         8         5         1         7
Vardas213               Pavarde213                 4         1         1         7         1         9         4         2         9        10         3         9         9         6         7         6
Vardas214               Pavarde214                 4         8         2         2         8         2         1        10         2         1         4         7         9        10         4        10
Vardas215               Pavarde215                 10         8         2         7         9         5         1         5         6         1         2         2         8         8         9         4
Vardas216               Pavarde216                 8         6        10         2        10         9         3         5         2         5         7         4        10         2        10         1
Vardas217               Pavarde217                 9         6         6        10        10        10         1         2         4         4         2         7         6         3         1         7
Vardas218               Pavarde218                 5         6         2         3        10        10         6         1         7         9         2         9         9         4         7         5
Vardas219               Pavarde219                 10        10         3         7         6         3         5         6         9         1         7         8         1         6         4         8
Vardas220               Pavarde220                 6         8         1         5         2         3         5         1         1         7         8         3         6         5        10        10
Vardas221               Pavarde221                 3         3         2         2         9         1         1         9         8         2         4         4         9         7         1         5
