Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas279               Pavarde279                 1         1         1         1         1         1         1         2         3         4         4         4         5         6         7         6         
Vardas710               Pavarde710                 2         2         2         3         4         5         6         6         7         8         8         8         9         9         9         4         
Vardas506               Pavarde506                 2         2         2         3         4         4         4         5         6         7         9        10        10        10        10         4         
Vardas514               Pavarde514                 1         1         2         2         3         3         3         4         4         4         4         6         8         9        10         5         
Vardas812               Pavarde812                 1         1         1         2         3         3         4         4         5         5         6         6         7         7         8         5         
Vardas12                Pavarde12                  1         3         3         4         4         4         4         5         7         7         7         7        10        10        10         4         
Vardas343               Pavarde343                 1         2         2         4         4         5         5         5         6         6         8         9         9        10        10         4         
Vardas615               Pavarde615                 1         2         4         4         5         5         6         6         6         7         7         7         8         9         9         4         
Vardas85                Pavarde85                  1         1         3         3         4         5         6         6         7         7         7         8         8        10        10         4         
Vardas952               Pavarde952                 1         2         3         3         3         4         4         5         7         8         8         9         9        10        10         4         
Vardas99                Pavarde99                  1         3         3         3         5         5         6         6         6         7         7         8         8         9         9         4         
Vardas318               Pavarde318                 1         2         2         2         3         3         4         4         4         5         5         6         6         6         9         5         
Vardas440               Pavarde440                 1         1         2         3         4         5         5         6         6         6         8         9         9        10        10         4         
Vardas288               Pavarde288                 1         1         2         3         5         5         5         6         6         6         7         8        10        10        10         4         
Vardas586               Pavarde586                 1         2         3         3         4         5         6         6         7         7         7         7         8         9         9         4         
Vardas219               Pavarde219                 2         2         2         3         4         5         5         6         6         6         7         8         8        10        10         4         
Vardas1                 Pavarde1                   1         1         2         2         2         3         3         3         3         5         5         6         7         7        10         5         
Vardas249               Pavarde249                 2         3         3         3         4         4         4         5         6         7         7         8         8         9        10         4         
Vardas552               Pavarde552                 1         2         3         3         3         5         5         5         6         6         7         8         9        10        10         4         
Vardas818               Pavarde818                 1         1         1         2         2         2         2         3         3         5         6         6         7         9         9         5         
Vardas124               Pavarde124                 2         2         2         3         3         4         5         5         6         7         7         8         9         9        10         4         
Vardas882               Pavarde882                 1         1         2         3         4         4         5         5         7         7         7         8         9         9        10         4         
Vardas385               Pavarde385                 1         1         2         3         3         3         4         5         6         8         8         9         9        10        10         4         
Vardas373               Pavarde373                 1         2         2         3         4         4         4         4         6         7         8         8         9        10        10         4         
Vardas159               Pavarde159                 1         1         2         3         3         4         4         5         7         7         7         8         9        10        10         4         
Vardas716               Pavarde716                 1         1         1         2         2         3         4         6         7         7         9         9         9        10        10         4         
Vardas856               Pavarde856                 1         1         2         2         3         3         5         5         6         7         7         9        10        10        10         4         
Vardas844               Pavarde844                 1         1         3         4         5         5         6         6         6         6         6         6         7         9        10         4         
Vardas551               Pavarde551                 1         1         2         3         3         4         4         5         7         7         8         8         9         9        10         4         
Vardas509               Pavarde509                 2         3         4         6         6         6         7         8         8         8         8         9         9        10        10         3         
Vardas653               Pavarde653                 1         4         4         5         6         6         7         8         8         8         8         9        10        10        10         3         
Vardas271               Pavarde271                 2         3         3         3         5         6         6         7         9        10        10        10        10        10        10         3         
Vardas762               Pavarde762                 1         1         1         2         2         4         5         6         7         8         8         8         8         9        10         4         
Vardas377               Pavarde377                 1         2         3         3         3         4         4         5         5         6         6         8         9        10        10         4         
Vardas137               Pavarde137                 1         1         2         2         2         4         4         4         6         7         8         8        10        10        10         4         
Vardas117               Pavarde117                 1         1         1         3         4         5         5         6         7         7         7         8         8         8         8         4         
Vardas519               Pavarde519                 1         1         1         1         2         2         3         4         4         4         5         5         6         7         9         5         
Vardas486               Pavarde486                 1         2         5         5         6         7         7         7         8         8         8         8        10        10        10         3         
Vardas32                Pavarde32                  1         1         2         2         4         4         5         6         6         6         6         8         8         9        10         4         
Vardas28                Pavarde28                  1         1         3         3         3         4         5         5         6         6         7         7         8         8        10         4         
Vardas95                Pavarde95                  1         1         3         3         4         4         4         5         5         5         7         7         8        10        10         4         
Vardas1000              Pavarde1000                1         1         1         2         3         4         5         5         5         6         6         9         9        10        10         4         
Vardas134               Pavarde134                 2         2         3         3         4         4         5         5         6         6         6         7         7         7        10         4         
Vardas273               Pavarde273                 1         3         4         5         6         6         7         7         7         7         8         9        10        10        10         3         
Vardas775               Pavarde775                 2         2         5         6         6         6         7         7         7         8         8         8         8        10        10         3         
Vardas555               Pavarde555                 2         3         4         5         5         6         6         6         8         8         9         9         9        10        10         3         
Vardas254               Pavarde254                 1         1         1         2         4         4         5         6         6         7         7         7         7         9         9         4         
Vardas520               Pavarde520                 1         2         2         3         3         3         4         4         5         6         6         9         9         9        10         4         
Vardas411               Pavarde411                 1         1         2         3         4         4         5         5         6         7         7         7         7         7        10         4         
Vardas647               Pavarde647                 1         1         1         1         1         2         2         2         3         4         5         6         7         7         9         5         
Vardas479               Pavarde479                 3         4         4         5         6         7         7         7         7         8         8         8         8         8         9         3         
Vardas605               Pavarde605                 2         4         5         5         5         5         7         7         8         8         8         8         8         9        10         3         
Vardas357               Pavarde357                 1         1         2         4         4         4         4         5         5         6         6         7         8         8        10         4         
Vardas240               Pavarde240                 1         1         1         3         3         3         3         4         4         7         8         8         9        10        10         4         
Vardas6                 Pavarde6                   1         1         1         3         3         3         4         5         5         6         7         8         9         9         9         4         
Vardas749               Pavarde749                 2         3         3         3         4         5         7         8         8         8         8         9         9        10        10         3         
Vardas493               Pavarde493                 2         2         4         4         5         5         5         6         7         8         9        10        10        10        10         3         
Vardas3                 Pavarde3                   3         3         4         4         5         5         5         7         7         8         8         9         9        10        10         3         
Vardas242               Pavarde242                 1         1         1         2         2         3         3         4         4         5         8         9        10        10        10         4         
Vardas464               Pavarde464                 1         1         2         2         4         4         4         4         5         5         7         8         8         9         9         4         
Vardas791               Pavarde791                 2         2         4         4         5         6         7         7         7         7         8         8         9        10        10         3         
Vardas355               Pavarde355                 1         1         1         2         3         3         4         5         5         6         7         7         8         9        10         4         
Vardas705               Pavarde705                 1         1         2         2         2         5         5         5         6         6         7         7         7         8         8         4         
Vardas218               Pavarde218                 1         2         2         3         3         3         4         4         5         5         6         7         7        10        10         4         
Vardas642               Pavarde642                 1         1         3         3         6         6         6         8         8         8         8         8         9        10        10         3         
Vardas948               Pavarde948                 1         1         1         2         2         2         3         5         6         7         7         8         8         8        10         4         
Vardas126               Pavarde126                 1         1         2         3         4         4         4         4         4         4         5         6         9        10        10         4         
Vardas448               Pavarde448                 2         3         4         4         4         5         6         7         7         8         8         8         8        10        10         3         
Vardas439               Pavarde439                 1         2         3         4         4         5         5         7         7         9         9         9         9        10        10         3         
Vardas429               Pavarde429                 1         2         2         4         4         5         6         7         7         8         9         9        10        10        10         3         
Vardas150               Pavarde150                 1         1         1         2         2         3         3         5         5         6         7         7         7        10        10         4         
Vardas860               Pavarde860                 1         1         2         2         2         3         4         4         4         6         7         7         8         9        10         4         
Vardas376               Pavarde376                 1         2         2         3         3         4         4         4         5         5         6         6         7         8        10         4         
Vardas389               Pavarde389                 1         1         2         2         2         3         3         3         4         5         8         8         9         9        10         4         
Vardas744               Pavarde744                 3         4         4         4         5         6         6         6         6         7         7         8         8         9        10         3         
Vardas300               Pavarde300                 2         3         4         4         5         6         6         6         6         7         8         8         9         9        10         3         
Vardas70                Pavarde70                  1         4         4         4         5         5         7         7         7         7         7         8         8         9        10         3         
Vardas714               Pavarde714                 1         1         2         3         3         3         4         5         5         5         5         7         8         8         9         4         
Vardas949               Pavarde949                 3         4         4         4         4         4         5         6         7         7         8         8         9         9        10         3         
Vardas557               Pavarde557                 2         4         5         5         5         5         5         6         6         6         7         8         9         9        10         3         
Vardas926               Pavarde926                 1         1         2         2         3         3         4         5         5         5         6         6         6         9        10         4         
Vardas730               Pavarde730                 1         1         2         3         4         4         4         5         5         5         5         6         7         7         9         4         
Vardas961               Pavarde961                 1         1         1         2         2         3         3         3         4         6         6         6        10        10        10         4         
Vardas896               Pavarde896                 1         1         2         2         2         4         4         4         5         5         6         7         7         9         9         4         
Vardas688               Pavarde688                 1         1         1         2         2         2         2         4         6         6         6         6         9         9        10         4         
Vardas592               Pavarde592                 2         2         2         3         3         3         4         4         4         4         5         6         6         9        10         4         
Vardas740               Pavarde740                 2         4         4         4         5         5         5         6         6         7         7         8         8         9        10         3         
Vardas96                Pavarde96                  1         2         3         4         4         5         5         5         6         8         9         9         9        10        10         3         
Vardas572               Pavarde572                 1         2         2         3         3         6         7         7         7         8         8         8         9         9        10         3         
Vardas4                 Pavarde4                   1         2         2         4         4         4         6         7         7         8         8         9         9         9        10         3         
Vardas275               Pavarde275                 1         1         1         2         3         3         4         4         4         5         5         6         8         9        10         4         
Vardas92                Pavarde92                  3         4         4         4         4         5         6         6         6         7         7         7         8         8        10         3         
Vardas928               Pavarde928                 1         1         4         4         4         6         6         6         7         7         7         7         9        10        10         3         
Vardas323               Pavarde323                 1         1         1         3         5         5         5         7         7         8         8         9         9        10        10         3         
Vardas412               Pavarde412                 2         2         3         3         3         4         6         7         7         8         8         8         9         9        10         3         
Vardas833               Pavarde833                 1         1         1         2         2         2         3         3         3         5         6         7         9        10        10         4         
Vardas477               Pavarde477                 1         2         3         3         5         5         5         6         7         8         8         8         8         9        10         3         
Vardas334               Pavarde334                 1         3         3         3         4         5         6         6         6         7         8         8         9         9        10         3         
Vardas158               Pavarde158                 1         2         2         2         3         3         3         4         4         5         6         6         7         8         8         4         
Vardas94                Pavarde94                  1         2         3         3         3         3         4         4         5         5         5         6         6         6         8         4         
Vardas587               Pavarde587                 1         2         2         3         3         3         3         4         4         5         5         5         6         8        10         4         
Vardas819               Pavarde819                 2         3         3         3         4         4         4         5         5         7         8         9        10        10        10         3         
Vardas125               Pavarde125                 2         2         3         3         5         5         5         6         7         7         7         7         9         9        10         3         
Vardas574               Pavarde574                 1         1         3         4         4         4         4         5         5         7         9        10        10        10        10         3         
Vardas462               Pavarde462                 1         1         4         4         4         4         5         5         6         7         8         9         9        10        10         3         
Vardas640               Pavarde640                 1         1         2         2         2         2         3         4         4         5         5         6         7         9        10         4         
Vardas516               Pavarde516                 1         1         1         3         3         5         5         6         7         8         9         9         9         9        10         3         
Vardas708               Pavarde708                 1         1         1         1         1         2         2         3         5         5         6         6         9         9        10         4         
Vardas935               Pavarde935                 1         1         1         1         2         2         3         4         4         4         5         8         8         9         9         4         
Vardas881               Pavarde881                 1         1         2         4         4         4         5         6         7         7         8         8         8        10        10         3         
Vardas247               Pavarde247                 1         1         3         5         5         5         5         6         7         7         7         8         8         8         9         3         
Vardas52                Pavarde52                  1         3         3         4         4         4         4         5         6         7         8         8         9         9         9         3         
Vardas51                Pavarde51                  1         3         6         6         6         6         7         7         8         9         9         9        10        10        10         2         
Vardas193               Pavarde193                 1         2         2         3         3         4         5         5         5         7         8         8        10        10        10         3         
Vardas349               Pavarde349                 3         3         4         4         5         5         5         5         5         6         6         6         8         8        10         3         
Vardas221               Pavarde221                 1         2         2         3         3         3         4         4         5         7         9        10        10        10        10         3         
Vardas760               Pavarde760                 1         2         2         2         3         3         5         5         7         7         8         9         9        10        10         3         
Vardas527               Pavarde527                 1         1         1         2         3         5         5         6         7         7         8         9         9         9        10         3         
Vardas917               Pavarde917                 1         1         2         2         2         4         5         6         7         7         8         8         9        10        10         3         
Vardas390               Pavarde390                 2         2         3         3         3         3         4         5         5         7         8         9         9         9        10         3         
Vardas759               Pavarde759                 1         2         3         3         4         5         5         6         6         6         6         7         9         9        10         3         
Vardas820               Pavarde820                 1         1         1         1         2         3         3         4         4         5         5         6         7         7         8         4         
Vardas546               Pavarde546                 3         3         4         5         5         6         6         8         8         8         9        10        10        10        10         2         
Vardas515               Pavarde515                 1         1         1         2         3         4         5         6         6         6         8         9         9        10        10         3         
Vardas135               Pavarde135                 1         2         2         4         4         4         5         5         6         7         7         7         7        10        10         3         
Vardas374               Pavarde374                 1         1         2         4         4         5         5         6         6         6         7         7         8         9        10         3         
Vardas174               Pavarde174                 2         2         2         3         3         4         4         5         7         7         7         8         8         9        10         3         
Vardas689               Pavarde689                 1         2         2         2         2         3         3         6         7         8         8         9         9         9        10         3         
Vardas375               Pavarde375                 1         1         2         3         4         5         5         6         6         6         7         8         8         8        10         3         
Vardas410               Pavarde410                 1         2         2         3         4         4         5         6         6         6         7         8         8         9         9         3         
Vardas969               Pavarde969                 1         1         1         2         3         4         4         5         5         8         8         9         9        10        10         3         
Vardas867               Pavarde867                 1         3         3         4         4         5         5         6         6         6         6         7         7         7        10         3         
Vardas724               Pavarde724                 3         4         4         6         6         7         7         7         7         7         7         9         9        10        10         2         
Vardas620               Pavarde620                 3         4         4         6         6         7         7         7         7         7         8         8         9        10        10         2         
Vardas463               Pavarde463                 1         1         2         2         2         4         5         5         6         8         8         8         8         9        10         3         
Vardas773               Pavarde773                 2         3         3         3         3         3         4         5         6         6         6         8         8         9        10         3         
Vardas598               Pavarde598                 1         1         2         3         3         4         5         6         6         7         7         7         8         8        10         3         
Vardas36                Pavarde36                  1         1         1         2         2         2         3         4         8         8         8         9         9        10        10         3         
Vardas890               Pavarde890                 2         3         4         5         5         5         7         7         8         8         8         9        10        10        10         2         
Vardas130               Pavarde130                 1         1         4         5         6         7         7         7         8         8         9         9         9        10        10         2         
Vardas718               Pavarde718                 1         1         2         2         3         3         4         5         7         7         8         8         8         8        10         3         
Vardas470               Pavarde470                 1         2         2         2         4         4         4         6         6         6         7         7         7         9        10         3         
Vardas837               Pavarde837                 1         2         2         2         2         3         4         4         5         7         8         9         9         9        10         3         
Vardas543               Pavarde543                 1         2         3         3         3         3         5         5         6         6         6         7         9         9         9         3         
Vardas168               Pavarde168                 1         2         4         4         6         7         7         7         7         8         9         9         9        10        10         2         
Vardas19                Pavarde19                  1         1         1         2         3         4         4         4         6         7         8         8         9         9         9         3         
Vardas372               Pavarde372                 1         1         2         2         2         3         4         5         5         7         7         8         9        10        10         3         
Vardas75                Pavarde75                  2         3         4         5         5         6         6         6         7         8         9         9         9        10        10         2         
Vardas942               Pavarde942                 1         2         2         4         5         5         7         8         8         9         9         9         9         9        10         2         
Vardas7                 Pavarde7                   2         2         3         5         5         6         6         7         7         7         8         9        10        10        10         2         
Vardas103               Pavarde103                 1         1         4         4         5         6         6         6         8         9         9         9         9        10        10         2         
Vardas185               Pavarde185                 1         2         3         3         3         3         3         5         5         6         6         7         8         8        10         3         
Vardas666               Pavarde666                 1         1         2         2         4         4         4         5         5         6         6         7         8         8        10         3         
Vardas502               Pavarde502                 1         1         1         2         2         2         4         5         6         6         6         8         9        10        10         3         
Vardas919               Pavarde919                 1         2         2         3         3         3         4         5         5         6         6         6         7        10        10         3         
Vardas88                Pavarde88                  2         2         3         4         5         5         5         6         8         8         9         9        10        10        10         2         
Vardas955               Pavarde955                 1         1         1         4         4         7         7         8         8         8         8         9        10        10        10         2         
Vardas803               Pavarde803                 3         3         3         3         3         4         4         4         5         5         5         6         7         8         9         3         
Vardas62                Pavarde62                  2         2         2         2         2         3         3         3         6         6         6         7         8         9        10         3         
Vardas211               Pavarde211                 2         3         4         4         5         6         6         6         6         7         7         9         9        10        10         2         
Vardas686               Pavarde686                 1         2         2         3         3         6         7         7         7         8         8         9        10        10        10         2         
Vardas651               Pavarde651                 1         4         4         5         5         5         5         5         6         7         7         9        10        10        10         2         
Vardas354               Pavarde354                 1         1         2         2         2         4         5         5         5         5         6         6         7         8        10         3         
Vardas911               Pavarde911                 1         1         1         1         3         3         4         4         4         6         7         8         8         9         9         3         
Vardas953               Pavarde953                 1         3         3         4         5         5         5         6         7         7         8         8        10        10        10         2         
Vardas35                Pavarde35                  1         2         2         2         4         4         6         7         8         9         9         9         9        10        10         2         
Vardas947               Pavarde947                 1         1         1         1         1         3         3         4         6         7         7         7         7         9        10         3         
Vardas663               Pavarde663                 1         2         2         3         5         5         5         7         7         8         8         9         9        10        10         2         
Vardas638               Pavarde638                 2         3         3         4         4         5         5         6         7         7         8         8         9        10        10         2         
Vardas243               Pavarde243                 1         1         2         3         3         3         3         4         4         5         5         7         8         9         9         3         
Vardas533               Pavarde533                 2         2         2         3         3         4         4         8         8         8         8         9         9        10        10         2         
Vardas431               Pavarde431                 1         3         4         4         5         5         6         6         6         7         7         8         9         9        10         2         
Vardas267               Pavarde267                 2         3         4         4         5         5         5         5         7         7         7         9         9         9         9         2         
Vardas700               Pavarde700                 1         1         1         2         2         2         2         3         4         5         6         9         9         9        10         3         
Vardas550               Pavarde550                 1         2         3         4         4         5         5         6         7         7         8         8         9        10        10         2         
Vardas786               Pavarde786                 2         3         3         3         4         5         5         6         7         7         8         8         9         9        10         2         
Vardas494               Pavarde494                 1         5         6         6         6         7         7         8         8         9         9        10        10        10        10         1         
Vardas808               Pavarde808                 1         1         1         2         3         3         4         5         5         6         6         6         6         7         9         3         
Vardas657               Pavarde657                 1         1         1         2         2         2         3         3         4         4         7         8         8         9        10         3         
Vardas67                Pavarde67                  1         1         2         2         3         4         4         4         5         5         6         7         7         7         7         3         
Vardas637               Pavarde637                 1         1         1         3         3         3         3         4         4         5         6         7         7         8         9         3         
Vardas535               Pavarde535                 1         1         2         2         3         5         5         6         8         8         8         9        10        10        10         2         
Vardas534               Pavarde534                 1         1         2         2         2         6         7         7         7         7         8         9         9        10        10         2         
Vardas81                Pavarde81                  1         1         1         1         3         4         5         6         7         9        10        10        10        10        10         2         
Vardas611               Pavarde611                 1         2         2         3         4         5         6         6         6         7         7         9        10        10        10         2         
Vardas776               Pavarde776                 1         1         3         4         5         5         6         6         7         7         7         8         8        10        10         2         
Vardas549               Pavarde549                 2         4         4         4         4         5         5         5         6         6         6         8         9        10        10         2         
Vardas499               Pavarde499                 1         1         1         2         3         3         3         4         4         5         6         6         7         9         9         3         
Vardas229               Pavarde229                 1         2         2         3         4         4         5         7         7         7         8         8         9        10        10         2         
Vardas484               Pavarde484                 1         2         3         3         4         4         5         7         7         7         7         8         9        10        10         2         
Vardas392               Pavarde392                 1         2         2         2         4         5         6         6         8         8         8         8         8         9        10         2         
Vardas698               Pavarde698                 1         1         1         1         2         2         3         4         5         5         6         6         6        10        10         3         
Vardas142               Pavarde142                 1         1         1         2         4         5         6         6         7         8         8         8         9        10        10         2         
Vardas782               Pavarde782                 1         2         3         3         4         5         6         6         6         6         7         9         9         9        10         2         
Vardas685               Pavarde685                 1         1         2         2         2         3         3         4         4         5         5         7         7         8         8         3         
Vardas826               Pavarde826                 1         2         2         2         2         2         2         3         5         6         6         6         7         8         8         3         
Vardas151               Pavarde151                 1         2         3         4         4         5         5         6         6         6         7         8         9         9        10         2         
Vardas291               Pavarde291                 1         2         2         2         3         3         4         7         7         7         7         9        10        10        10         2         
Vardas544               Pavarde544                 1         1         1         1         4         4         7         7         8         8         8         8         8         8        10         2         
Vardas268               Pavarde268                 2         2         2         3         4         5         5         6         6         7         8         8         8         8        10         2         
Vardas636               Pavarde636                 1         2         2         4         5         5         5         5         6         6         7         8         9         9        10         2         
Vardas996               Pavarde996                 2         4         5         5         7         7         7         7         8         8         8         9        10        10        10         1         
Vardas807               Pavarde807                 1         2         2         2         3         4         5         6         6         7         8         8         9        10        10         2         
Vardas823               Pavarde823                 2         3         4         4         4         4         5         5         6         6         6         6         9         9        10         2         
Vardas511               Pavarde511                 1         3         3         5         5         5         5         6         6         6         7         7         8         8         8         2         
Vardas133               Pavarde133                 1         2         2         2         2         5         5         6         6         6         8         9         9        10        10         2         
Vardas139               Pavarde139                 1         1         2         3         3         4         5         6         6         7         7         8         9        10        10         2         
Vardas244               Pavarde244                 1         3         3         3         4         5         5         5         6         6         7         7         8         9        10         2         
Vardas60                Pavarde60                  1         1         1         2         3         3         4         4         4         4         5         6         6         6         8         3         
Vardas577               Pavarde577                 1         2         3         3         3         4         5         5         6         7         7         8         8         9        10         2         
Vardas672               Pavarde672                 1         2         3         3         4         4         5         5         6         6         8         8         8         9         9         2         
Vardas338               Pavarde338                 1         1         2         2         3         4         4         5         6         8         8         8         9        10        10         2         
Vardas671               Pavarde671                 1         1         1         2         2         3         3         3         4         4         5         5         6         8         9         3         
Vardas50                Pavarde50                  1         1         1         4         4         4         4         4         6         6         6         9        10        10        10         2         
Vardas761               Pavarde761                 1         1         3         4         4         4         5         5         5         6         7         8         8         9        10         2         
Vardas999               Pavarde999                 2         2         2         2         3         3         4         4         7         7         8         9         9         9         9         2         
Vardas813               Pavarde813                 1         1         1         1         2         2         3         3         4         5         6         6         6         7         8         3         
Vardas454               Pavarde454                 1         1         1         2         4         4         5         5         5         7         8         8         9         9        10         2         
Vardas571               Pavarde571                 1         1         2         2         3         3         4         4         5         7         8         9        10        10        10         2         
Vardas368               Pavarde368                 1         1         2         3         3         3         4         4         6         6         7         9        10        10        10         2         
Vardas693               Pavarde693                 2         2         3         3         3         4         5         6         6         6         6         6         8         9        10         2         
Vardas675               Pavarde675                 1         2         3         3         3         3         4         5         5         6         7         9         9         9         9         2         
Vardas238               Pavarde238                 1         1         2         2         3         4         5         5         6         6         8         8         9         9         9         2         
Vardas513               Pavarde513                 1         2         2         2         3         3         4         5         7         7         8         8         8         8         9         2         
Vardas825               Pavarde825                 2         2         2         2         2         3         4         4         5         6         7         9         9        10        10         2         
Vardas203               Pavarde203                 1         2         2         3         3         3         4         5         6         6         8         8         8         9         9         2         
Vardas398               Pavarde398                 1         2         2         2         2         4         5         6         7         7         7         7         7         8        10         2         
Vardas768               Pavarde768                 1         1         2         3         4         5         5         5         6         6         6         8         8         8         9         2         
Vardas941               Pavarde941                 1         2         4         4         5         5         6         6         8         9        10        10        10        10        10         1         
Vardas474               Pavarde474                 1         1         2         3         4         4         4         4         5         6         7         7         8        10        10         2         
Vardas105               Pavarde105                 1         1         1         2         2         3         3         5         6         6         7         9        10        10        10         2         
Vardas944               Pavarde944                 1         1         2         2         4         4         4         6         6         7         7         7         8         8         9         2         
Vardas458               Pavarde458                 1         4         5         5         5         6         6         6         6         8         9         9         9        10        10         1         
Vardas285               Pavarde285                 1         2         3         4         4         5         7         8         9         9         9         9         9        10        10         1         
Vardas907               Pavarde907                 1         1         1         4         4         4         5         5         5         6         7         7         8         8         9         2         
Vardas835               Pavarde835                 1         2         2         3         3         3         3         4         4         6         7         8         9        10        10         2         
Vardas498               Pavarde498                 1         2         2         3         3         4         4         5         5         7         7         7         8         8         9         2         
Vardas687               Pavarde687                 2         2         2         2         3         3         4         5         5         6         6         8         8         9        10         2         
Vardas892               Pavarde892                 2         3         4         4         5         6         6         6         7         8         9         9         9        10        10         1         
Vardas973               Pavarde973                 2         3         3         4         4         5         7         7         7         8         9         9        10        10        10         1         
Vardas192               Pavarde192                 1         2         2         2         3         3         3         4         6         6         7         8         8         9        10         2         
Vardas34                Pavarde34                  2         2         2         2         2         4         4         5         5         5         7         7         7        10        10         2         
Vardas202               Pavarde202                 2         3         3         5         6         6         6         7         7         8         8         8         8        10        10         1         
Vardas322               Pavarde322                 1         1         2         4         4         7         7         8         8         8         9         9         9        10        10         1         
Vardas742               Pavarde742                 3         3         4         5         5         6         6         6         7         7         7         9         9        10        10         1         
Vardas401               Pavarde401                 1         3         4         4         4         6         6         6         7         8         9         9        10        10        10         1         
Vardas963               Pavarde963                 1         1         1         1         1         2         3         5         6         6         8         8        10        10        10         2         
Vardas351               Pavarde351                 1         1         1         3         3         3         4         4         5         6         7         7         8        10        10         2         
Vardas594               Pavarde594                 1         2         2         3         3         3         4         4         6         6         7         7         8         8         9         2         
Vardas415               Pavarde415                 1         1         1         3         3         4         5         5         5         6         6         6         8         9        10         2         
Vardas966               Pavarde966                 1         1         2         2         3         3         3         4         5         6         8         8         8         9        10         2         
Vardas207               Pavarde207                 2         3         5         5         6         6         6         6         7         7         7         8         8        10        10         1         
Vardas619               Pavarde619                 1         1         3         4         5         5         6         6         8         9         9         9        10        10        10         1         
Vardas559               Pavarde559                 1         1         2         3         3         3         4         5         6         6         7         7         8         8         8         2         
Vardas531               Pavarde531                 1         1         1         2         2         3         3         4         4         5         7         9        10        10        10         2         
Vardas595               Pavarde595                 1         1         2         2         3         4         4         4         5         6         7         7         8         9         9         2         
Vardas985               Pavarde985                 1         1         1         2         3         4         5         5         5         5         7         7         8         8        10         2         
Vardas809               Pavarde809                 1         3         3         3         4         5         5         7         8         8         9         9        10        10        10         1         
Vardas990               Pavarde990                 3         4         4         4         4         5         5         6         7         7         8         9         9        10        10         1         
Vardas950               Pavarde950                 1         1         2         2         3         3         3         4         4         6         7         8         9         9         9         2         
Vardas873               Pavarde873                 2         3         3         4         4         5         6         7         7         7         8         9         9        10        10         1         
Vardas98                Pavarde98                  1         1         1         1         1         2         2         4         4         4         4         4         6         6         6         3         
Vardas580               Pavarde580                 1         1         2         2         3         3         4         4         5         6         7         7         8         8         9         2         
Vardas39                Pavarde39                  2         2         3         4         5         6         6         7         7         7         8         9         9         9         9         1         
Vardas946               Pavarde946                 2         3         4         4         4         5         6         6         7         7         8         9         9         9        10         1         
Vardas314               Pavarde314                 1         2         3         3         5         5         6         7         7         8         8         8        10        10        10         1         
Vardas303               Pavarde303                 1         1         1         1         2         3         3         3         5         6         7         7         9        10        10         2         
Vardas426               Pavarde426                 1         1         1         2         2         3         4         4         6         6         7         7         7         8        10         2         
Vardas626               Pavarde626                 1         1         1         2         2         3         4         5         6         6         7         7         7         7        10         2         
Vardas561               Pavarde561                 2         2         3         3         4         5         6         7         7         8         8         9         9         9        10         1         
